Taxonomy,Concept,Unit,Value,Start,End,Accession,Fiscal Year,Fiscal Period,Form,Filed Date,Frame,Ticker
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,USD,0.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,USD,2200000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,USD,112200000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,USD,2495600000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,USD,5530600000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,USD,6387100000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtSecurities,USD,5642800000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,AvailableForSaleSecuritiesDebtSecurities,USD,8884900000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-3100000.0,2021-01-01,2021-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2021,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-57500000.0,2022-01-01,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-1900000.0,2023-01-01,2023-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2023Q1,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-2500000.0,2023-01-01,2023-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-600000.0,2023-04-01,2023-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2023Q2,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-51600000.0,2023-01-01,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,-100000.0,2024-01-01,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,400000.0,2024-01-01,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,USD,500000.0,2024-04-01,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,129000000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,77400000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,77400000.0,,2023-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,77400000.0,,2023-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,77300000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiability,USD,77800000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiabilityNoncurrent,USD,114400000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,BusinessCombinationContingentConsiderationLiabilityNoncurrent,USD,77400000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,CapitalizedComputerSoftwareAmortization1,USD,0.0,2021-01-01,2021-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2021,VRTX
us-gaap,CapitalizedComputerSoftwareAmortization1,USD,0.0,2022-01-01,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022,VRTX
us-gaap,CapitalizedComputerSoftwareAmortization1,USD,11800000.0,2023-01-01,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023,VRTX
us-gaap,CapitalizedComputerSoftwareGross,USD,40200000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,CapitalizedComputerSoftwareGross,USD,58900000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,Cash,USD,3100000000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,Cash,USD,3300000000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,5988200000.0,,2020-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2020Q4I,VRTX
us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,6795000000.0,,2021-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2021Q4I,VRTX
